AlogP,LogD,Molecular_PolarSurfaceArea,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,SMILES
3.894,2.423,120.08,365.399,4,2,4,CS(=O)(=O)c1ccc(Nc2ccc3sc(C(=O)O)cc3c2)c(F)c1
1.949,1.949,89.72,273.29,5,1,4,COCC(C)(C)c1noc(-c2cccc3nn[nH]c23)n1
2.234,2.234,55.49,265.692,3,1,2,OCc1onc2c1CCOC2c1ccc(Cl)cc1
1.636,1.636,49.41,278.39,2,1,4,CC(C)CC(=O)NCC12CCCC=C1N(C)C(=O)CC2
1.943,1.943,65.78,294.028,3,1,2,N#Cc1ncc(Br)cc1NC(=O)C(F)(F)F
4.5,4.5,36.28,313.242,1,0,5,O=S(CCc1ccccc1)Cc1c(Cl)cccc1Cl
1.347,1.347,86.33,388.414,6,1,6,COc1cc(NC(=O)c2c(OC)cc(=O)n3c2CCCC3)cc(OC)c1OC
3.767,3.767,61.03,290.533,3,1,2,Nc1cc(Cl)c(Oc2ccc(Cl)nn2)c(Cl)c1
2.482,2.482,49.85,352.427,3,0,3,CCOc1cc(=O)n2c(c1C(=O)N1CCCc3ccccc31)CCCC2
2.652,2.655,54.02,303.358,2,2,3,Cc1ccc2cc(CNc3ccc4c(c3)C(=O)NC4)ccc2n1
4.195,2.721,75.63,385.412,4,2,8,O=C(O)COc1ccc(C#Cc2ccc(C(=O)NCc3ccccc3)cc2)cc1
3.7,2.277,138.98,469.51,7,3,8,COc1cc(/C=C/C(=O)O)cc(S(=O)(=O)Nc2cccc(-c3n[nH]c4c3CCC4)c2)c1OC
4.977,3.518,78.42,317.79,3,1,2,Cc1cc(C)c2nc(-c3ccc(Cl)s3)cc(C(=O)O)c2c1
3.853,3.851,54.57,351.404,3,1,3,c1ccc(Cn2ncc3/c(=N/c4cccc5ccccc45)nc[nH]c32)cc1
2.528,2.528,88.38,381.336,4,2,4,O=C(NCc1ccc(F)cc1)c1nc2c(cnn2-c2ccc(F)cc2)c(=O)[nH]1
1.201,1.199,74.86,284.374,3,1,5,CNC(=O)CN(c1ccc(C(C)C)cc1)S(C)(=O)=O
1.037,1.05,84.98,328.389,4,0,3,O=C1C2CN(Cc3cncs3)CCN2C(=O)N1c1ccccc1
1.966,1.963,84.69,271.341,4,1,3,Cc1n[nH]c(C)c1Sc1ccccc1-n1cnnc1
4.692,4.694,72.7,415.875,4,1,4,O=C(NC1CCc2ccccc21)c1nnn(-c2ccccc2Cl)c1-c1ccncc1
3.254,3.254,65.19,347.41,2,2,4,CC(C)C(C(=O)Nc1cccc2[nH]ccc12)N1Cc2ccccc2C1=O
4.083,1.746,33.09,360.512,3,1,10,CCN(CC)CCCC(C)NCc1c(C)nn(-c2ccc(F)cc2)c1C
3.372,3.284,41.48,309.402,3,2,2,Cc1ccc(CO)c(-c2ccc3c(c2)CNCC2(CCC2)O3)c1
1.067,0.466,73.47,327.873,3,1,3,Cc1nc(CCN2CC3(CCNCC3)CCC2=O)sc1Cl
2.383,1.3,82.75,309.359,3,1,6,Cc1c(C#N)c(NS(=O)(=O)CCCCF)n2ccccc12
3.424,1.951,154.3,492.504,7,1,6,COC(=O)c1nc(N2CCN(C(=O)c3ccco3)CC2)c2scc(-c3ccc(C(=O)O)cc3)c2n1
2.355,2.629,106.43,308.298,6,2,4,COc1nc(Nc2ccc3cn[nH]c3c2)nc(-n2ccnc2)n1
4.812,4.812,58.2,358.794,2,2,3,CC(=O)c1c(Nc2ccc(C)cc2Cl)[nH]c2c(F)ccc(C)c2c1=O
1.686,1.779,96.01,282.32,4,1,3,O=C(Nc1nc(-c2ccncc2)cs1)c1ccccn1
-0.946,-0.723,104.89,347.366,7,2,3,COc1ccc2nc(C3=CCCN(C)C3)n(C)c2c1
2.558,2.558,107.07,419.495,7,0,7,CCOC(=O)C1CCN(c2nc(-c3ccc(S(C)(=O)=O)cc3)ncc2OC)CC1
2.449,2.447,56.59,325.201,3,2,6,OCCCN(CCO)c1ccc2cccc(Br)c2n1
1.601,1.601,84.94,370.399,5,1,6,CCOc1cc(=O)n2c(c1C(=O)Nc1cccc(C(=O)OC)c1)CCCC2
4.72,4.72,54.54,292.352,2,0,2,O=C1OCc2c(-c3ccccc3)sc(-c3ccccc3)c21
1.197,1.197,83.46,379.412,4,1,2,O=C(c1cc2n(n1)CCN(C(=O)c1cccc3[nH]ccc13)C2)N1CCOCC1
-0.806,-0.806,59.08,312.405,4,0,5,CCC(=O)N1CCC(N(C(=O)COC)C2CCOCC2)CC1
3.202,3.12,126.22,436.408,5,1,6,Cc1cc(-n2c(C)cc(C(=O)CSc3[nH]c(=O)cc(C(F)(F)F)c3C#N)c2C)no1
2.077,2.151,17.82,270.07,1,0,1,Ic1ccc(-n2ccnc2)cc1
0.81,0.82,145.49,429.47,5,5,6,CC(C)(C)C(=O)Nc1cc(NC(=O)C(C)(C)C)cc(C(=O)Nc2c[nH]c(=O)[nH]c2=O)c1
4.766,4.766,40.62,450.571,2,0,3,O=C(C1c2ccccc2C(=O)N2CCc3ccccc3C12)N1CCC(Cc2ccccc2)CC1
4.369,4.436,64.11,363.453,4,1,8,[H][C@](C)(Nc1c(C(=O)CCC)cnc2c(OCC)nccc12)c1ccccc1
2.719,2.721,54.55,255.376,2,1,6,CC(C)c1ccc(CCCNS(C)(=O)=O)cc1
1.932,1.931,125.9,256.305,6,1,3,COC(=O)c1c(SC)nn2c(=S)[nH]cnc12
1.123,1.123,70.66,335.441,3,2,5,CCC(CC)C1CC(NC(=O)Nc2c(C)ccn(C)c2=O)CCO1
2.727,2.726,78.97,297.332,2,0,2,Cc1ccc(-c2csc3ncn(-n4cccc4)c(=O)c23)o1
1.119,1.076,109.44,397.428,6,2,8,COc1ccc(CCc2n[nH]c(NC(=O)Cn3cc(OC)c(=O)cc3C)n2)cc1
4.304,4.304,113.53,459.52,6,1,4,Cc1ccccc1-c1nc2ccccc2cc1C(C)n1c(=O)[nH]c2c(S(C)(=O)=O)ncnc21
6.501,6.501,68.74,496.666,1,1,4,CN(C)c1ccc(C2c3cccn3-c3sc4c(c3CN2C(=O)NCc2ccccc2)CCCC4)cc1
4.714,4.708,52.04,282.423,0,2,2,Cc1cc(C(C)(C)c2cc(C)c(N)c(C)c2)cc(C)c1N
0.478,-0.223,130.27,321.398,4,3,7,Cc1cnn(CCNC(C)C(=O)Nc2sccc2C(N)=O)c1
0.669,0.669,89.28,282.339,4,2,5,COCCNC(=O)NC1(c2nc(C)no2)CCCCC1
2.524,2.49,102.51,387.438,6,1,6,Cc1cnc(-c2nc(NCCc3ccncc3)ncc2-c2onc(C)c2C)cn1
2.477,2.482,63.78,271.376,3,1,6,Cc1ccc(C(C)C)c(OCCNS(C)(=O)=O)c1
1.684,1.684,126.52,381.45,7,1,4,CC(C)(C)OC(=O)N1CCC(c2n[nH]c3nc(S(C)(=O)=O)ncc23)CC1
3.145,2.236,35.16,304.818,3,1,4,CC(c1ccccc1Cl)N1CCN(Cc2cc[nH]n2)CC1
3.127,1.653,100.0,320.297,8,1,7,COc1cc(OC)nc(Oc2ccc(OC(C)C(=O)O)cc2)n1
4.083,4.194,78.32,458.575,4,0,6,COc1ccc(-c2cn3c(C(=O)N4CCN(C/C=C/c5ccccc5)CC4)csc3n2)cc1
4.836,4.836,75.35,443.494,4,0,7,COC(=O)c1ccc2c(=O)n(-c3ccccc3)c(N(Cc3ccco3)C3CCCC3)nc2c1
3.744,2.183,6.48,357.716,2,0,2,CN1CCC2(CCCN2Cc2ccc(Cl)cc2Br)CC1
2.245,2.245,43.86,363.882,2,0,2,CC(=O)N1CCC(C(=O)N2CCN(c3cc(Cl)ccc3C)CC2)CC1
4.377,4.377,84.15,408.252,4,1,6,COc1ccc([N+](=O)[O-])cc1C(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1
4.754,5.109,41.57,291.322,2,1,2,CCc1ccc2ncc3c(-c4ccc(F)cc4)n[nH]c3c2c1
3.043,3.038,57.36,253.087,2,2,1,Clc1cc2nc(-c3cn[nH]c3)[nH]c2cc1Cl
3.994,3.994,53.43,370.873,3,1,3,Cc1nc2c(c(-c3ccc(Cl)cc3)c1CO)CN(C1CCCCC1)C2=O
2.442,2.443,138.09,446.52,6,2,8,COc1ccc(CN2C(=O)N[C@@H](CC(=O)Nc3nc(C(C)(C)C)cs3)C2=O)cc1OC
2.526,1.353,41.13,339.271,2,2,2,CC1(C)CC(NC(=O)c2cccc(Br)c2)CC(C)(C)N1
4.663,4.636,60.77,493.349,4,0,4,O=C(COc1ccc2c3ccccc3n(C(=O)c3ccc(Br)cc3)c2c1)N1CCOCC1
3.617,3.617,117.07,387.479,5,0,5,CCN(CC)c1nc2c(S(=O)(=O)c3ccccc3)nnn2c2ccsc12
3.165,3.165,51.91,371.47,3,0,3,Cc1cc2occ(CC(=O)N3CCOC4(CCCOC4)C3)c2cc1C(C)C
-1.231,-1.23,85.88,318.368,4,0,4,CCN1C=CC(=C(C=C2C=CC(=O)C=C2)CS(=O)(=O)[O-])C=C1
0.965,0.99,46.84,257.334,3,0,3,Cn1ccnc1CC1CCN(c2cnccn2)CC1
-1.905,-1.809,180.38,553.582,11,3,9,COc1cc(CN2CCN(S(=O)(=O)c3ccc(NC(C)=O)cc3)CC2)cc(OC)c1OC
4.522,4.522,43.08,394.053,3,0,1,Clc1ccc2c(c1)nc(-c1cccnc1Cl)n1ncc(Br)c21
4.731,4.73,52.49,332.828,3,1,4,CCCc1cc(O)nc(N2CCN(c3ccc(Cl)cc3)CC2)n1
0.631,0.631,80.56,379.412,5,0,4,COc1cc(=O)n(C)cc1C(=O)N1CCC(n2cc(-c3ccccc3)nn2)C1
0.613,-0.383,112.74,297.318,5,2,2,Nc1nc(N2CCN(c3ncccn3)CC2)c2nc[nH]c2n1
-0.155,-0.155,87.75,285.363,4,1,5,Cc1cc(C(=O)NCCS(=O)(=O)N(C)C)cnc1C
2.119,2.12,72.8,262.308,4,1,5,Cn1ccnc1COC(=O)c1cc(C(C)(C)C)n[nH]1
4.031,4.194,50.8,374.275,3,1,7,Cc1nc2[nH]c(CCCCOCc3ccccc3)nc2cc1Br
5.133,5.107,90.48,336.408,5,2,3,CC(/C=C1\S/C(=N/c2ccc(O)cc2)N=C1O)=C\c1ccccc1
1.954,0.464,144.42,547.707,7,4,9,CN(C)c1cccc2c(S(=O)(=O)NC(CC(=O)O)C(=O)O)cccc12
1.387,0.461,71.19,250.294,4,2,4,COC(=O)c1[nH]cc(C(=O)C2CCNCC2)c1C
2.015,2.018,84.01,301.402,4,2,7,Cc1cc(C)c(C)c(S(=O)(=O)NCCOCCO)c1C
6.736,6.736,117.27,730.737,6,2,14,CC(C)(C)OC(=O)N[C@@H](CC(=O)N1CCCCCN1C(=O)C[C@@H](Cc1cc(F)c(F)cc1F)NC(=O)OC(C)(C)C)Cc1cc(F)c(F)cc1F
4.868,4.868,51.75,354.395,3,0,5,O=S(=O)(/C(=C(\F)Oc1ccccc1)c1ccccc1)c1ccccc1
3.189,3.146,71.39,284.379,3,0,2,CN1CCN(c2nsc(-c3ccccc3)c2C#N)CC1
3.168,2.311,69.62,285.387,4,1,2,Cc1cccc(C)c1-n1nnnc1C1(N)CCC(C)CC1
3.759,3.759,45.76,295.784,2,0,3,CN(C)c1ccc(S(=O)(=O)c2ccc(Cl)cc2)cc1
7.257,7.257,93.75,473.653,1,1,2,Cc1cc(C)cc(NC(=O)N2Cc3c(sc4c3CCCC4)-n3cccc3C2c2cccs2)c1
2.693,2.691,68.18,380.415,4,2,6,O=C(NCc1cc2n(n1)CCNC2)c1cccc(OCc2cccc(F)c2)c1
2.642,2.642,103.46,479.551,5,1,4,CN(C)S(=O)(=O)c1cc2c(cc1N1CCN(c3ccccn3)CC1)Oc1ccccc1NC2=O
4.627,4.624,107.38,454.477,4,3,6,COc1ccc2[nH]cc(CCN3C(=O)c4[nH]nc(-c5ccco5)c4C3c3cccc(O)c3)c2c1
-0.88,-0.784,71.11,335.398,5,1,4,COc1cc(=O)[nH]cc1C(=O)N1CCC[C@H](CN2CCOCC2)C1
3.308,2.389,45.14,369.845,4,0,3,Cc1nc2ccccc2c(=O)n1-c1ccc(Cl)c(O[C@H]2CCN(C)C2)c1
1.653,1.653,80.61,300.316,4,1,2,CN(C)c1nc2n(c(=O)n1)CCN2C(=O)Nc1ccccc1
3.995,3.995,130.93,391.508,4,2,5,COc1c(C)c(C)c2nc(NCc3ccc(S(N)(=O)=O)cc3)sc2c1C
4.515,4.515,84.72,390.826,4,2,5,O=C(Nc1ccc(Nc2ccc(-n3cccn3)nn2)cc1)c1cccc(Cl)c1
2.306,2.306,38.33,255.312,2,1,5,COCC(=O)NC(c1ccccc1)c1ccccc1
0.952,-0.544,80.48,294.393,4,2,9,CCN(CC)CCNc1nc(C)cc(COC)c1C(N)=O
4.392,4.392,74.08,363.41,5,0,7,CC(C)(C)c1cnnn1-c1ccc(C(=O)COC(=O)c2ccccc2)cc1
4.364,4.364,109.14,527.199,5,3,6,Cc1cc(Cl)cc(C(=O)N[C@H](C)CO)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl
2.738,2.738,76.73,295.768,4,1,6,Cc1cc(Cl)nc(NCCCc2nc(C(C)C)no2)n1
2.068,2.068,62.39,269.298,2,3,4,COc1ccccc1CNc1ccc2[nH]c(=O)[nH]c2c1
4.588,3.945,84.07,424.498,4,3,3,CN1CCN(c2ccc3[nH]c(-c4ccc5[nH]c(-c6ccc(O)cc6)nc5c4)nc3c2)CC1
6.477,6.477,58.12,440.924,3,1,5,O=C(c1ccccc1)c1cc(Cl)ccc1Nc1cccc2c1N(c1ncccn1)CCC2
3.611,4.324,71.62,365.445,3,1,6,O=C(CS(=O)(=O)c1ccccc1)NC(c1ccccc1)c1ccccc1
0.739,0.737,71.7,342.392,5,0,4,O=C(CN1CCOCC1)N1CCC(c2nc(-c3ccccc3)no2)C1
0.655,0.657,81.75,326.35,3,2,2,Cc1cc(C)c(C(=O)Nc2ccc3c(c2)n(C)c(=O)n3C)c(=O)[nH]1
0.333,0.333,60.74,251.285,4,0,2,CCN1CCn2c1nc(N1CCOCC1)nc2=O
2.535,1.751,84.57,388.851,4,2,3,Cc1ccc(Cl)cc1N1CCN(Cc2nc3c([nH]2)c(=O)[nH]c(=O)n3C)CC1
3.013,3.031,102.85,422.403,5,1,5,COC(=O)c1c(C)n(C(C)=O)c2ccc(NS(=O)(=O)c3ccc(F)cc3F)cc12
2.788,1.258,89.39,427.563,4,0,4,CCc1nn(CC(=O)N2CCC(N3CCCCC3)CC2)c(=O)c2cc3sccc3n12
-4.044,-2.369,151.5,513.944,10,4,12,CN(C)CCN(Cc1ccncc1)Cc1c(F)cccc1Cl
4.281,4.281,29.1,297.779,1,1,1,O=C1CC(c2ccccc2Cl)c2cc3c(cc2N1)CCC3
1.489,1.657,145.33,428.462,6,4,7,Cc1nc(O)[nH]c(=O)c1S(=O)(=O)Nc1ccccc1C(=O)NCCc1ccccc1
4.633,4.633,58.64,434.915,3,1,5,COc1ccccc1CNC(=O)C1(C)Cc2ccccc2C(=O)N1c1ccc(Cl)cc1
3.198,4.203,105.28,387.458,3,1,3,Cn1cnc2cc(N3CC(=O)C(c4nc(-c5ccccc5)cs4)=C3N)ccc21
1.999,1.999,50.69,260.332,3,1,3,CC1=NOC(C)(CNC(=O)c2cc(C)ccc2C)C1
-0.652,-0.652,127.18,365.404,5,2,6,COc1cc(=O)n(C)cc1C(=O)NCCc1ccc(S(N)(=O)=O)cc1
3.673,2.202,85.3,419.427,6,1,6,COc1cccc(-c2c3c(cc(OC)c2OC)C(=O)N(c2cccc(C(=O)O)c2)C3)c1
2.315,2.315,55.84,275.3,4,0,2,CC(C)(C)OC(=O)N1c2ccccc2[C@H]2OC(=O)C[C@H]21
3.229,3.229,64.27,298.383,3,1,3,Cc1nc(Oc2ccccc2)c(N)c(N2CCC(C)CC2)n1
4.122,4.122,63.83,367.199,4,1,2,Oc1c(-c2ccccc2Br)c(-n2cncn2)nc2ccccc12
2.986,2.986,96.09,444.486,6,1,5,CC(NC(=O)c1cn(C)nc1-c1ccc2c(c1)OCCCO2)c1ccc(-n2cncn2)cc1
6.456,6.45,40.43,444.612,3,0,4,CCc1cccc(C)c1/N=C1/N=C(N2CCOCC2)N(c2ccc(C)cc2)C12CCCCC2
4.257,3.479,62.75,443.902,6,1,4,CN1CCN(CC2COc3cc4ncnc(Nc5ccc(F)c(Cl)c5)c4cc3O2)CC1
-1.205,0.298,64.09,333.357,4,1,3,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21
1.164,1.164,92.35,320.387,4,3,5,CC(C)Oc1ccc(CNC(=O)NC2CCCCNC2=O)cn1
4.449,4.446,76.69,381.427,4,1,3,CC1CC(=O)N(c2ccc(-c3cccc(C#N)c3)cc2)N=C1c1ccc(O)cc1
2.937,2.938,50.36,282.337,2,2,3,COc1ccccc1NC(=O)NC1Cc2ccccc2C1
0.398,0.459,98.66,459.421,6,2,3,CC1CCNC2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ncc(F)cc3F)CC12
2.254,2.254,47.56,271.311,3,1,6,COc1ccc(NC(=O)COCc2ccccc2)cc1
4.063,4.063,78.05,270.393,1,1,3,CCC(C)c1ccc(-c2c(C)sc(N)c2C#N)cc1
5.295,5.295,76.02,519.675,3,2,4,CNC(=O)c1cc(Cl)cc(C)c1NC(=O)c1cc(Br)nn1-c1c(F)c(F)cc(F)c1F
4.612,4.613,123.08,452.63,4,2,8,CC(C)c1cc(C(C)C)c(S(=O)(=O)NCc2ccc(S(N)(=O)=O)cc2)c(C(C)C)c1
0.535,0.535,90.01,275.326,3,1,1,Cc1ccc(C(=O)N2CCc3c([nH]cnc3=O)C2)s1
2.156,0.742,114.95,282.316,4,2,3,Cc1c(C(=O)O)sc2[nH]c(=O)n(CC(C)C)c(=O)c12
3.103,3.103,44.76,282.291,4,0,3,COc1cc(OC)c2c(=O)cc(-c3ccccc3)oc2c1
1.133,1.133,81.07,297.396,4,2,7,COC(CNC(=O)NCc1ncnn1C(C)(C)C)C(C)C
2.594,2.602,98.72,354.406,5,1,6,CCCNC(=O)c1cn(-c2cc(-c3nc(C(C)(C)C)no3)ccn2)cn1
4.934,4.934,73.17,553.444,5,1,7,COc1cc(CN2CCC(NC(=O)c3cc4cc(Br)c5ccccc5c4o3)CC2)cc(OC)c1OC
2.131,2.119,109.54,402.406,6,1,5,CC(=O)c1ccc(NC(=O)Cn2cnc3c(nnn3-c3ccc(C)cc3)c2=O)cc1
0.249,-0.445,94.22,356.372,4,2,3,Cc1cc(O)c(C(c2ccco2)c2c(O)cc(C)n(C)c2=O)c(=O)n1C
1.135,1.154,68.73,367.195,5,0,7,COc1ccc(CC(=O)OCCn2cc(Br)ccc2=O)nc1
3.486,3.486,71.95,423.528,3,1,4,CCOc1ccc(S(=O)(=O)N2CCC3(CC2)Nc2ccccc2-n2cccc23)cc1
3.031,3.004,76.01,469.555,4,1,4,CC(C)(C)OC(=O)N1CCC2(CC1)NN=C1C=C(N3CCN(c4ccccc4F)CC3)N=CN12
2.999,2.999,57.59,318.372,3,1,1,O=c1[nH]c(N2CCCCC2)nc2ncc3c(c12)-c1ccccc1C3
2.094,2.095,110.75,268.297,4,1,1,Nc1ncnc2c1cnn2-c1nc2ccccc2s1
3.256,3.408,80.65,377.501,4,0,6,Cc1cccc(-n2ccnc2S(=O)(=O)C(C)C(=O)N(C(C)C)C(C)C)c1
4.598,3.716,99.75,425.544,3,1,6,CCC1CCCCN1Cc1ccc(CNC(=O)c2noc3c2CCc2sccc2-3)o1
0.849,0.849,77.1,390.473,5,1,8,COCCOc1cc(=O)n2c(c1C(=O)NCCC1=CCCCC1)CCOCC2
3.574,3.574,43.08,294.738,3,0,1,Cc1nnc2c3ccccc3nc(-c3ccccc3Cl)n12
3.341,2.303,20.31,251.323,1,0,2,CN(C)c1ccc2c(c1)C(c1ccccc1)CC2=O
1.674,1.684,79.9,367.398,4,2,3,COc1ccc(NC(=O)N2CCC3(C2)C(=O)Nc2ccccc23)c(OC)c1
1.181,1.181,91.58,379.412,6,0,4,N#Cc1nccnc1OC1CCN(C(=O)c2ccc(N3CCOCC3)cc2)C1
5.728,5.728,83.97,472.0,3,1,3,COc1cc(OC)c(NC(=O)N2Cc3c(sc4c3CCCC4)-n3cccc3C2C)cc1Cl
3.469,3.469,79.36,442.51,3,2,7,COc1ccc2[nH]cc(CCNC(=O)CCC(=O)N3Cc4cccn4-c4ccccc43)c2c1
2.0,1.991,97.15,294.326,6,1,4,CCOC(=O)Cn1c(=N)sc2cc3c(cc21)OCCO3
4.618,4.618,46.17,379.879,2,1,4,CC12CC3(C(=O)Nc4ccc(Cl)cc4C(=O)c4ccccc4)C1CCC23C
3.39,3.39,43.84,260.095,1,1,2,Nc1nn(Cc2ccc(F)cc2Cl)cc1Cl
4.405,4.405,73.8,353.825,3,0,3,O=C1CC(c2ccccc2)=NN1c1nc(-c2ccc(Cl)cc2)cs1
4.072,3.968,53.82,347.386,3,1,2,Cc1cccc(/N=c2/ncc3c([nH]2)CC(c2ccc(F)cc2)CC3=O)c1
3.722,3.722,66.48,326.39,3,1,5,C/C=C/Cn1c(C(=O)c2cc(C)cc(C)c2)c(CC)c(=O)[nH]c1=O
1.648,1.385,107.37,274.275,5,4,4,O=C(NCCc1ccccc1)Nc1cnc(O)nc1O
4.707,4.707,39.44,302.323,2,0,3,COC(=O)c1cc2cc(-c3ccccc3)c3ccccc3c2o1
1.522,1.523,94.97,299.331,5,0,3,CN(C)c1noc(C2CCCN(c3nccnc3C#N)C2)n1
2.494,1.587,111.9,458.516,8,2,6,c1cnc2c(c1)OC(Cn1nnc3ncc(-c4ccc(OCC5CCNCC5)cc4)nc31)CN2
1.652,-0.849,98.06,385.588,4,2,6,Cc1cc(S(=O)(=O)N[C@H]2CC[C@H]2NC2CCN(C(C)C)CC2)c(C)s1
3.685,3.685,48.03,306.358,2,0,2,Cc1ccc(-n2nc(C)c3c2CC(c2ccco2)CC3=O)cc1
3.005,3.005,89.13,320.372,4,0,4,C(=N/n1cnnc1)\c1cn(-c2cccs2)nc1-c1ccccc1
2.678,2.678,103.17,460.931,3,0,6,O=C(c1ccco1)N1CCN(C(=O)c2ccc(CS(=O)Cc3ccccc3Cl)o2)CC1
4.282,4.009,65.98,553.48,5,0,7,Cc1ccc(-c2ccc(C(CN3CCCC3)N(C)C(=O)CN3C(=O)COc4cc(Cl)c(Cl)cc43)cc2)cn1
0.457,0.457,93.84,332.401,4,2,7,CCn1cc(C(=O)NCCNC(=O)c2cn(CC)nc2C)c(C)n1
2.587,2.886,96.54,393.459,4,2,5,O=C1CCc2cc(S(=O)(=O)Nc3ccc(Cc4ccncc4)cc3)ccc2N1
1.406,1.406,95.26,399.243,7,0,4,CC(C)(C)OC(=O)N1CCO[C@H](Cn2nnc3ncc(Br)nc32)C1
3.149,3.149,75.19,310.35,4,1,4,COc1ccc(-c2nnc(N)n2-c2ccc(C)cc2)c(OC)c1
2.979,2.979,49.74,298.724,3,0,3,O=C(Cn1ncc2ccccc2c1=O)c1ccc(Cl)cc1
3.632,2.162,93.43,369.373,4,2,4,N#Cc1cccc(Nc2cccc3c2CN(c2cccc(C(=O)O)c2)C3=O)c1
3.542,3.542,62.19,282.363,2,0,2,c1ccc2c(c1)CCN(c1nnc(-n3cccc3)s1)C2
4.256,4.256,93.32,503.366,5,1,4,Cc1ccc2c(c1)NC(=O)c1cc(S(=O)(=O)N(C)C)c(Oc3ccccc3Br)cc1O2
3.502,3.502,50.94,299.755,3,1,4,[H]/C(=C\Cc1cc2cc(Cl)ccc2n1-c1ncccn1)CO
4.122,2.745,50.19,267.322,3,1,5,CCCc1ccc(-c2ccc(/C=C/C(=O)O)cc2)nc1
1.972,1.972,49.77,355.832,3,1,2,CCC1(O)CCOC2(CCN(C(=O)c3cc(Cl)ccc3F)CC2)C1
5.374,3.87,66.46,485.612,7,0,13,COC(=O)C1(CCCN(C)CCc2ccc(OC)c(OC)c2)CCCc2c1ccc(OC)c2OC
-0.847,-0.847,79.39,323.344,5,0,4,CCOC(=O)N1CCN(C(=O)c2cn(C)c(=O)cc2OC)CC1
5.301,5.301,91.8,449.565,3,1,4,CCOC(=O)c1cccc(NC(=O)N2Cc3c(sc4c3CCCC4)-n3cccc3C2C)c1
4.795,4.795,30.29,307.39,2,0,3,COc1ccc2c(n1)c1c(n2-c2ccc(N(C)C)cc2)CCC1
2.224,1.795,118.24,399.896,6,2,8,O=S(=O)(NCCCOC1CCCCC1)c1ccc(Cl)c(-c2nnn[nH]2)c1
1.158,1.184,78.09,278.35,3,2,3,CC(C)NC(=O)c1[nH]cnc1C(=O)N1CCCCCC1
2.656,2.656,89.86,291.349,5,1,3,Cn1cc(-c2noc(C(O)C3CCCCCCC3)n2)nn1
2.321,2.321,69.64,409.525,4,0,3,O=C1CCC2(C(=O)N3CCN(c4ncccn4)CC3)CCCC=C2N1C1CCCC1
0.057,0.057,84.09,294.326,4,1,2,O=c1ccc2cc(S(=O)(=O)N3CCOCC3)ccc2[nH]1
3.819,2.376,87.12,340.332,4,1,3,N#Cc1cccc(-c2cncc3cc(-c4ccccc4C(=O)O)oc23)c1
1.611,1.59,83.48,325.362,4,3,2,[H][C@@]12CC[C@@H](NC(=O)c3ccccn3)[C@@H](O)[C@]1([H])Nc1ccccc1O2
1.93,1.814,70.08,306.357,4,1,5,COC(=O)N(C)CCCC1(C)C(=O)N(C)c2ccc(O)cc21
2.951,2.951,38.13,351.349,2,0,4,O=c1c2c(ccn1Cc1cc(F)ccc1F)ccn2Cc1cccnc1
4.38,4.231,54.71,457.36,3,1,6,COc1ccc(CCN2CCC(NC(=O)c3cc4cc(Br)ccc4o3)CC2)cc1
4.23,2.769,63.74,421.601,4,0,4,CN1CCCN(c2nc(CN3CCCCC3)nc3scc(-c4ccccc4)c23)CC1
3.98,3.98,119.14,401.499,5,1,6,COc1cc2c(cc1NC(=O)C(C(C)=O)=C(SC)SC)oc1ccccc12
2.613,2.617,60.25,318.414,4,0,4,CON(C)C(=O)c1cc(C(C)C)nc2c1c(C)nn2C(C)(C)C
1.294,1.294,108.76,373.812,7,0,8,COC(=O)c1ccc(S(C)(=O)=O)c(COCCn2cncn2)c1Cl
2.238,2.238,131.21,491.516,6,3,6,O=C(NCc1ccccc1)c1c[nH]c2ccc(S(=O)(=O)Nc3ccc4c(c3)OCCO4)cc2c1=O
4.412,4.358,60.58,382.494,2,1,5,O=C(NC1CCN(CCc2ccc(F)cc2)CC1)c1cc2ccccc2s1
1.82,1.82,38.67,262.953,3,0,0,Brc1cnc2n[se]nc2c1
4.243,4.243,54.02,266.79,2,0,1,CCc1nc(Cl)c2c3c(sc2n1)CC(C)CC3
2.57,2.57,47.78,263.294,3,0,4,O=C(Cn1cncn1)c1ccc(-c2ccccc2)cc1
2.738,1.201,79.97,378.471,5,1,7,CC1CCN(CCCNc2ncc(-c3cnccn3)c(-c3ccco3)n2)CC1
2.045,2.067,134.01,498.527,5,4,9,O=C(NOCc1ccccc1)c1ccc2c(c1)NC(CCNS(=O)(=O)c1ccc(F)cc1)C(=O)N2
2.401,2.401,82.7,252.294,3,1,1,c1cc(-c2ncnc3sccc23)c2cc[nH]c2n1
2.07,2.179,83.23,309.291,3,2,3,O=S(=O)(Nc1cc(F)cc(F)c1)c1c[nH]c2ncccc12
1.945,1.945,81.4,380.293,4,0,5,CCn1nc(C)c(S(=O)(=O)N(C)Cc2nn(C)c(Cl)c2Cl)c1C
0.814,-0.591,67.84,269.406,4,1,4,CC1CN(Cc2cncs2)CCN1CC(C)(C)O
