,SMILES,AlogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,LogD,Molecular_PolarSurfaceArea
1357,CCc1csc(Cn2cc(C(C)c3ccccc3)nn2)n1,3.638,298.406,3,0,5,3.64,71.84
232,Cn1nc(CNC(=O)c2cccn(C)c2=O)c2c1CCCC2,0.882,300.356,3,1,3,0.882,67.23
610,Cc1cc(Oc2ccc(-n3cncn3)cc2)nc(C)n1,1.931,267.286,5,0,3,1.931,65.72
2270,CC(C)(C)OC(=O)N1CCC(n2cc(-c3cnc(N)c(-c4nc5ccccc5o4)c3)c3ccccc32)CC1,4.885,509.599,4,1,5,4.885,99.41
1491,CNC(=O)Nc1cc(S(=O)(=O)C(C)C(=O)O)c(Cl)cc1F,1.307,338.74,5,3,4,-0.166,120.95
1955,CCOc1cc(=O)n2c(c1C(=O)Nc1ccc(C)cc1Cl)CCCC2,2.896,360.835,3,1,4,2.896,58.64
937,CS(=O)(=O)n1c(-c2ccccc2)c(C#Cc2ccccc2)c2ccccc21,5.822,371.452,2,0,4,5.822,47.45
781,Cc1ccc(C(=O)c2[nH]c3ccccc3c2CC(=O)O)cc1,3.969,293.317,3,2,4,2.523,70.16
1977,COc1ccccc1CC(=O)c1ccc(O)c(O)c1O,2.526,274.269,5,3,4,2.492,86.99
68,CS(=O)(=O)c1ccc(Nc2ccc3sc(C(=O)O)cc3c2)c(F)c1,3.894,365.399,4,2,4,2.423,120.08
993,COCC(C)(C)c1noc(-c2cccc3nn[nH]c23)n1,1.949,273.29,5,1,4,1.949,89.72
1190,OCc1onc2c1CCOC2c1ccc(Cl)cc1,2.234,265.692,3,1,2,2.234,55.49
3237,CC(C)CC(=O)NCC12CCCC=C1N(C)C(=O)CC2,1.636,278.39,2,1,4,1.636,49.41
1224,N#Cc1ncc(Br)cc1NC(=O)C(F)(F)F,1.943,294.028,3,1,2,1.943,65.78
1268,O=S(CCc1ccccc1)Cc1c(Cl)cccc1Cl,4.5,313.242,1,0,5,4.5,36.28
2494,COc1cc(NC(=O)c2c(OC)cc(=O)n3c2CCCC3)cc(OC)c1OC,1.347,388.414,6,1,6,1.347,86.33
2846,Nc1cc(Cl)c(Oc2ccc(Cl)nn2)c(Cl)c1,3.767,290.533,3,1,2,3.767,61.03
3020,CCOc1cc(=O)n2c(c1C(=O)N1CCCc3ccccc31)CCCC2,2.482,352.427,3,0,3,2.482,49.85
3145,Cc1ccc2cc(CNc3ccc4c(c3)C(=O)NC4)ccc2n1,2.652,303.358,2,2,3,2.655,54.02
2255,O=C(O)COc1ccc(C#Cc2ccc(C(=O)NCc3ccccc3)cc2)cc1,4.195,385.412,4,2,8,2.721,75.63
1463,COc1cc(/C=C/C(=O)O)cc(S(=O)(=O)Nc2cccc(-c3n[nH]c4c3CCC4)c2)c1OC,3.7,469.51,7,3,8,2.277,138.98
3274,Cc1cc(C)c2nc(-c3ccc(Cl)s3)cc(C(=O)O)c2c1,4.977,317.79,3,1,2,3.518,78.42
3383,c1ccc(Cn2ncc3/c(=N/c4cccc5ccccc45)nc[nH]c32)cc1,3.853,351.404,3,1,3,3.851,54.57
3063,O=C(NCc1ccc(F)cc1)c1nc2c(cnn2-c2ccc(F)cc2)c(=O)[nH]1,2.528,381.336,4,2,4,2.528,88.38
636,CNC(=O)CN(c1ccc(C(C)C)cc1)S(C)(=O)=O,1.201,284.374,3,1,5,1.199,74.86
784,O=C1C2CN(Cc3cncs3)CCN2C(=O)N1c1ccccc1,1.037,328.389,4,0,3,1.05,84.98
522,Cc1n[nH]c(C)c1Sc1ccccc1-n1cnnc1,1.966,271.341,4,1,3,1.963,84.69
1982,O=C(NC1CCc2ccccc21)c1nnn(-c2ccccc2Cl)c1-c1ccncc1,4.692,415.875,4,1,4,4.694,72.7
2490,CC(C)C(C(=O)Nc1cccc2[nH]ccc12)N1Cc2ccccc2C1=O,3.254,347.41,2,2,4,3.254,65.19
1489,CCN(CC)CCCC(C)NCc1c(C)nn(-c2ccc(F)cc2)c1C,4.083,360.512,3,1,10,1.746,33.09
1083,Cc1ccc(CO)c(-c2ccc3c(c2)CNCC2(CCC2)O3)c1,3.372,309.402,3,2,2,3.284,41.48
1017,Cc1nc(CCN2CC3(CCNCC3)CCC2=O)sc1Cl,1.067,327.873,3,1,3,0.466,73.47
1845,Cc1c(C#N)c(NS(=O)(=O)CCCCF)n2ccccc12,2.383,309.359,3,1,6,1.3,82.75
2576,COC(=O)c1nc(N2CCN(C(=O)c3ccco3)CC2)c2scc(-c3ccc(C(=O)O)cc3)c2n1,3.424,492.504,7,1,6,1.951,154.3
1244,COc1nc(Nc2ccc3cn[nH]c3c2)nc(-n2ccnc2)n1,2.355,308.298,6,2,4,2.629,106.43
2739,CC(=O)c1c(Nc2ccc(C)cc2Cl)[nH]c2c(F)ccc(C)c2c1=O,4.812,358.794,2,2,3,4.812,58.2
145,O=C(Nc1nc(-c2ccncc2)cs1)c1ccccn1,1.686,282.32,4,1,3,1.779,96.01
8,COc1ccc2nc(C3=CCCN(C)C3)n(C)c2c1,-0.946,347.366,7,2,3,-0.723,104.89
1959,CCOC(=O)C1CCN(c2nc(-c3ccc(S(C)(=O)=O)cc3)ncc2OC)CC1,2.558,419.495,7,0,7,2.558,107.07
2621,OCCCN(CCO)c1ccc2cccc(Br)c2n1,2.449,325.201,3,2,6,2.447,56.59
2585,CCOc1cc(=O)n2c(c1C(=O)Nc1cccc(C(=O)OC)c1)CCCC2,1.601,370.399,5,1,6,1.601,84.94
162,O=C1OCc2c(-c3ccccc3)sc(-c3ccccc3)c21,4.72,292.352,2,0,2,4.72,54.54
2580,O=C(c1cc2n(n1)CCN(C(=O)c1cccc3[nH]ccc13)C2)N1CCOCC1,1.197,379.412,4,1,2,1.197,83.46
1462,CCC(=O)N1CCC(N(C(=O)COC)C2CCOCC2)CC1,-0.806,312.405,4,0,5,-0.806,59.08
1106,Cc1cc(-n2c(C)cc(C(=O)CSc3[nH]c(=O)cc(C(F)(F)F)c3C#N)c2C)no1,3.202,436.408,5,1,6,3.12,126.22
2702,Ic1ccc(-n2ccnc2)cc1,2.077,270.07,1,0,1,2.151,17.82
359,CC(C)(C)C(=O)Nc1cc(NC(=O)C(C)(C)C)cc(C(=O)Nc2c[nH]c(=O)[nH]c2=O)c1,0.81,429.47,5,5,6,0.82,145.49
486,O=C(C1c2ccccc2C(=O)N2CCc3ccccc3C12)N1CCC(Cc2ccccc2)CC1,4.766,450.571,2,0,3,4.766,40.62
1187,[H][C@](C)(Nc1c(C(=O)CCC)cnc2c(OCC)nccc12)c1ccccc1,4.369,363.453,4,1,8,4.436,64.11
13,CC(C)c1ccc(CCCNS(C)(=O)=O)cc1,2.719,255.376,2,1,6,2.721,54.55
1231,COC(=O)c1c(SC)nn2c(=S)[nH]cnc12,1.932,256.305,6,1,3,1.931,125.9
3001,CCC(CC)C1CC(NC(=O)Nc2c(C)ccn(C)c2=O)CCO1,1.123,335.441,3,2,5,1.123,70.66
1953,Cc1ccc(-c2csc3ncn(-n4cccc4)c(=O)c23)o1,2.727,297.332,2,0,2,2.726,78.97
379,COc1ccc(CCc2n[nH]c(NC(=O)Cn3cc(OC)c(=O)cc3C)n2)cc1,1.119,397.428,6,2,8,1.076,109.44
2575,Cc1ccccc1-c1nc2ccccc2cc1C(C)n1c(=O)[nH]c2c(S(C)(=O)=O)ncnc21,4.304,459.52,6,1,4,4.304,113.53
1793,CN(C)c1ccc(C2c3cccn3-c3sc4c(c3CN2C(=O)NCc2ccccc2)CCCC4)cc1,6.501,496.666,1,1,4,6.501,68.74
2108,Cc1cc(C(C)(C)c2cc(C)c(N)c(C)c2)cc(C)c1N,4.714,282.423,0,2,2,4.708,52.04
757,Cc1cnn(CCNC(C)C(=O)Nc2sccc2C(N)=O)c1,0.478,321.398,4,3,7,-0.223,130.27
1063,COCCNC(=O)NC1(c2nc(C)no2)CCCCC1,0.669,282.339,4,2,5,0.669,89.28
1418,Cc1cnc(-c2nc(NCCc3ccncc3)ncc2-c2onc(C)c2C)cn1,2.524,387.438,6,1,6,2.49,102.51
1547,Cc1ccc(C(C)C)c(OCCNS(C)(=O)=O)c1,2.477,271.376,3,1,6,2.482,63.78
2848,CC(C)(C)OC(=O)N1CCC(c2n[nH]c3nc(S(C)(=O)=O)ncc23)CC1,1.684,381.45,7,1,4,1.684,126.52
1055,CC(c1ccccc1Cl)N1CCN(Cc2cc[nH]n2)CC1,3.145,304.818,3,1,4,2.236,35.16
2434,COc1cc(OC)nc(Oc2ccc(OC(C)C(=O)O)cc2)n1,3.127,320.297,8,1,7,1.653,100.0
1772,COc1ccc(-c2cn3c(C(=O)N4CCN(C/C=C/c5ccccc5)CC4)csc3n2)cc1,4.083,458.575,4,0,6,4.194,78.32
966,COC(=O)c1ccc2c(=O)n(-c3ccccc3)c(N(Cc3ccco3)C3CCCC3)nc2c1,4.836,443.494,4,0,7,4.836,75.35
2740,CN1CCC2(CCCN2Cc2ccc(Cl)cc2Br)CC1,3.744,357.716,2,0,2,2.183,6.48
59,CC(=O)N1CCC(C(=O)N2CCN(c3cc(Cl)ccc3C)CC2)CC1,2.245,363.882,2,0,2,2.245,43.86
3122,COc1ccc([N+](=O)[O-])cc1C(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,4.377,408.252,4,1,6,4.377,84.15
963,CCc1ccc2ncc3c(-c4ccc(F)cc4)n[nH]c3c2c1,4.754,291.322,2,1,2,5.109,41.57
3062,Clc1cc2nc(-c3cn[nH]c3)[nH]c2cc1Cl,3.043,253.087,2,2,1,3.038,57.36
1074,Cc1nc2c(c(-c3ccc(Cl)cc3)c1CO)CN(C1CCCCC1)C2=O,3.994,370.873,3,1,3,3.994,53.43
1388,COc1ccc(CN2C(=O)N[C@@H](CC(=O)Nc3nc(C(C)(C)C)cs3)C2=O)cc1OC,2.442,446.52,6,2,8,2.443,138.09
3413,CC1(C)CC(NC(=O)c2cccc(Br)c2)CC(C)(C)N1,2.526,339.271,2,2,2,1.353,41.13
2049,O=C(COc1ccc2c3ccccc3n(C(=O)c3ccc(Br)cc3)c2c1)N1CCOCC1,4.663,493.349,4,0,4,4.636,60.77
2424,CCN(CC)c1nc2c(S(=O)(=O)c3ccccc3)nnn2c2ccsc12,3.617,387.479,5,0,5,3.617,117.07
2027,Cc1cc2occ(CC(=O)N3CCOC4(CCCOC4)C3)c2cc1C(C)C,3.165,371.47,3,0,3,3.165,51.91
3344,CCN1C=CC(=C(C=C2C=CC(=O)C=C2)CS(=O)(=O)[O-])C=C1,-1.231,318.368,4,0,4,-1.23,85.88
2468,Cn1ccnc1CC1CCN(c2cnccn2)CC1,0.965,257.334,3,0,3,0.99,46.84
440,COc1cc(CN2CCN(S(=O)(=O)c3ccc(NC(C)=O)cc3)CC2)cc(OC)c1OC,-1.905,553.582,11,3,9,-1.809,180.38
1972,Clc1ccc2c(c1)nc(-c1cccnc1Cl)n1ncc(Br)c21,4.522,394.053,3,0,1,4.522,43.08
477,CCCc1cc(O)nc(N2CCN(c3ccc(Cl)cc3)CC2)n1,4.731,332.828,3,1,4,4.73,52.49
3193,COc1cc(=O)n(C)cc1C(=O)N1CCC(n2cc(-c3ccccc3)nn2)C1,0.631,379.412,5,0,4,0.631,80.56
1117,Nc1nc(N2CCN(c3ncccn3)CC2)c2nc[nH]c2n1,0.613,297.318,5,2,2,-0.383,112.74
715,Cc1cc(C(=O)NCCS(=O)(=O)N(C)C)cnc1C,-0.155,285.363,4,1,5,-0.155,87.75
3246,Cn1ccnc1COC(=O)c1cc(C(C)(C)C)n[nH]1,2.119,262.308,4,1,5,2.12,72.8
3241,Cc1nc2[nH]c(CCCCOCc3ccccc3)nc2cc1Br,4.031,374.275,3,1,7,4.194,50.8
3059,CC(/C=C1\S/C(=N/c2ccc(O)cc2)N=C1O)=C\c1ccccc1,5.133,336.408,5,2,3,5.107,90.48
6,CN(C)c1cccc2c(S(=O)(=O)NC(CC(=O)O)C(=O)O)cccc12,1.954,547.707,7,4,9,0.464,144.42
125,COC(=O)c1[nH]cc(C(=O)C2CCNCC2)c1C,1.387,250.294,4,2,4,0.461,71.19
2001,Cc1cc(C)c(C)c(S(=O)(=O)NCCOCCO)c1C,2.015,301.402,4,2,7,2.018,84.01
708,CC(C)(C)OC(=O)N[C@@H](CC(=O)N1CCCCCN1C(=O)C[C@@H](Cc1cc(F)c(F)cc1F)NC(=O)OC(C)(C)C)Cc1cc(F)c(F)cc1F,6.736,730.737,6,2,14,6.736,117.27
3095,O=S(=O)(/C(=C(\F)Oc1ccccc1)c1ccccc1)c1ccccc1,4.868,354.395,3,0,5,4.868,51.75
1646,CN1CCN(c2nsc(-c3ccccc3)c2C#N)CC1,3.189,284.379,3,0,2,3.146,71.39
391,Cc1cccc(C)c1-n1nnnc1C1(N)CCC(C)CC1,3.168,285.387,4,1,2,2.311,69.62
2266,CN(C)c1ccc(S(=O)(=O)c2ccc(Cl)cc2)cc1,3.759,295.784,2,0,3,3.759,45.76
220,Cc1cc(C)cc(NC(=O)N2Cc3c(sc4c3CCCC4)-n3cccc3C2c2cccs2)c1,7.257,473.653,1,1,2,7.257,93.75
1949,O=C(NCc1cc2n(n1)CCNC2)c1cccc(OCc2cccc(F)c2)c1,2.693,380.415,4,2,6,2.691,68.18
2351,CN(C)S(=O)(=O)c1cc2c(cc1N1CCN(c3ccccn3)CC1)Oc1ccccc1NC2=O,2.642,479.551,5,1,4,2.642,103.46
1238,COc1ccc2[nH]cc(CCN3C(=O)c4[nH]nc(-c5ccco5)c4C3c3cccc(O)c3)c2c1,4.627,454.477,4,3,6,4.624,107.38
1041,COc1cc(=O)[nH]cc1C(=O)N1CCC[C@H](CN2CCOCC2)C1,-0.88,335.398,5,1,4,-0.784,71.11
58,Cc1nc2ccccc2c(=O)n1-c1ccc(Cl)c(O[C@H]2CCN(C)C2)c1,3.308,369.845,4,0,3,2.389,45.14
568,CN(C)c1nc2n(c(=O)n1)CCN2C(=O)Nc1ccccc1,1.653,300.316,4,1,2,1.653,80.61
813,COc1c(C)c(C)c2nc(NCc3ccc(S(N)(=O)=O)cc3)sc2c1C,3.995,391.508,4,2,5,3.995,130.93
3410,O=C(Nc1ccc(Nc2ccc(-n3cccn3)nn2)cc1)c1cccc(Cl)c1,4.515,390.826,4,2,5,4.515,84.72
703,COCC(=O)NC(c1ccccc1)c1ccccc1,2.306,255.312,2,1,5,2.306,38.33
2978,CCN(CC)CCNc1nc(C)cc(COC)c1C(N)=O,0.952,294.393,4,2,9,-0.544,80.48
261,CC(C)(C)c1cnnn1-c1ccc(C(=O)COC(=O)c2ccccc2)cc1,4.392,363.41,5,0,7,4.392,74.08
2366,Cc1cc(Cl)cc(C(=O)N[C@H](C)CO)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl,4.364,527.199,5,3,6,4.364,109.14
2299,Cc1cc(Cl)nc(NCCCc2nc(C(C)C)no2)n1,2.738,295.768,4,1,6,2.738,76.73
1612,COc1ccccc1CNc1ccc2[nH]c(=O)[nH]c2c1,2.068,269.298,2,3,4,2.068,62.39
1293,CN1CCN(c2ccc3[nH]c(-c4ccc5[nH]c(-c6ccc(O)cc6)nc5c4)nc3c2)CC1,4.588,424.498,4,3,3,3.945,84.07
1173,O=C(c1ccccc1)c1cc(Cl)ccc1Nc1cccc2c1N(c1ncccn1)CCC2,6.477,440.924,3,1,5,6.477,58.12
2994,O=C(CS(=O)(=O)c1ccccc1)NC(c1ccccc1)c1ccccc1,3.611,365.445,3,1,6,4.324,71.62
1136,O=C(CN1CCOCC1)N1CCC(c2nc(-c3ccccc3)no2)C1,0.739,342.392,5,0,4,0.737,71.7
717,Cc1cc(C)c(C(=O)Nc2ccc3c(c2)n(C)c(=O)n3C)c(=O)[nH]1,0.655,326.35,3,2,2,0.657,81.75
1025,CCN1CCn2c1nc(N1CCOCC1)nc2=O,0.333,251.285,4,0,2,0.333,60.74
384,Cc1ccc(Cl)cc1N1CCN(Cc2nc3c([nH]2)c(=O)[nH]c(=O)n3C)CC1,2.535,388.851,4,2,3,1.751,84.57
588,COC(=O)c1c(C)n(C(C)=O)c2ccc(NS(=O)(=O)c3ccc(F)cc3F)cc12,3.013,422.403,5,1,5,3.031,102.85
1474,CCc1nn(CC(=O)N2CCC(N3CCCCC3)CC2)c(=O)c2cc3sccc3n12,2.788,427.563,4,0,4,1.258,89.39
2258,CN(C)CCN(Cc1ccncc1)Cc1c(F)cccc1Cl,-4.044,513.944,10,4,12,-2.369,151.5
2029,O=C1CC(c2ccccc2Cl)c2cc3c(cc2N1)CCC3,4.281,297.779,1,1,1,4.281,29.1
3165,Cc1nc(O)[nH]c(=O)c1S(=O)(=O)Nc1ccccc1C(=O)NCCc1ccccc1,1.489,428.462,6,4,7,1.657,145.33
1766,COc1ccccc1CNC(=O)C1(C)Cc2ccccc2C(=O)N1c1ccc(Cl)cc1,4.633,434.915,3,1,5,4.633,58.64
1496,Cn1cnc2cc(N3CC(=O)C(c4nc(-c5ccccc5)cs4)=C3N)ccc21,3.198,387.458,3,1,3,4.203,105.28
2572,CC1=NOC(C)(CNC(=O)c2cc(C)ccc2C)C1,1.999,260.332,3,1,3,1.999,50.69
855,COc1cc(=O)n(C)cc1C(=O)NCCc1ccc(S(N)(=O)=O)cc1,-0.652,365.404,5,2,6,-0.652,127.18
3150,COc1cccc(-c2c3c(cc(OC)c2OC)C(=O)N(c2cccc(C(=O)O)c2)C3)c1,3.673,419.427,6,1,6,2.202,85.3
2267,CC(C)(C)OC(=O)N1c2ccccc2[C@H]2OC(=O)C[C@H]21,2.315,275.3,4,0,2,2.315,55.84
2789,Cc1nc(Oc2ccccc2)c(N)c(N2CCC(C)CC2)n1,3.229,298.383,3,1,3,3.229,64.27
3406,Oc1c(-c2ccccc2Br)c(-n2cncn2)nc2ccccc12,4.122,367.199,4,1,2,4.122,63.83
3129,CC(NC(=O)c1cn(C)nc1-c1ccc2c(c1)OCCCO2)c1ccc(-n2cncn2)cc1,2.986,444.486,6,1,5,2.986,96.09
3128,CCc1cccc(C)c1/N=C1/N=C(N2CCOCC2)N(c2ccc(C)cc2)C12CCCCC2,6.456,444.612,3,0,4,6.45,40.43
1056,CN1CCN(CC2COc3cc4ncnc(Nc5ccc(F)c(Cl)c5)c4cc3O2)CC1,4.257,443.902,6,1,4,3.479,62.75
819,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,-1.205,333.357,4,1,3,0.298,64.09
2923,CC(C)Oc1ccc(CNC(=O)NC2CCCCNC2=O)cn1,1.164,320.387,4,3,5,1.164,92.35
2651,CC1CC(=O)N(c2ccc(-c3cccc(C#N)c3)cc2)N=C1c1ccc(O)cc1,4.449,381.427,4,1,3,4.446,76.69
2114,COc1ccccc1NC(=O)NC1Cc2ccccc2C1,2.937,282.337,2,2,3,2.938,50.36
455,CC1CCNC2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ncc(F)cc3F)CC12,0.398,459.421,6,2,3,0.459,98.66
52,COc1ccc(NC(=O)COCc2ccccc2)cc1,2.254,271.311,3,1,6,2.254,47.56
2707,CCC(C)c1ccc(-c2c(C)sc(N)c2C#N)cc1,4.063,270.393,1,1,3,4.063,78.05
20,CNC(=O)c1cc(Cl)cc(C)c1NC(=O)c1cc(Br)nn1-c1c(F)c(F)cc(F)c1F,5.295,519.675,3,2,4,5.295,76.02
3042,CC(C)c1cc(C(C)C)c(S(=O)(=O)NCc2ccc(S(N)(=O)=O)cc2)c(C(C)C)c1,4.612,452.63,4,2,8,4.613,123.08
2198,Cc1ccc(C(=O)N2CCc3c([nH]cnc3=O)C2)s1,0.535,275.326,3,1,1,0.535,90.01
194,Cc1c(C(=O)O)sc2[nH]c(=O)n(CC(C)C)c(=O)c12,2.156,282.316,4,2,3,0.742,114.95
3461,COc1cc(OC)c2c(=O)cc(-c3ccccc3)oc2c1,3.103,282.291,4,0,3,3.103,44.76
1647,COC(CNC(=O)NCc1ncnn1C(C)(C)C)C(C)C,1.133,297.396,4,2,7,1.133,81.07
1086,CCCNC(=O)c1cn(-c2cc(-c3nc(C(C)(C)C)no3)ccn2)cn1,2.594,354.406,5,1,6,2.602,98.72
3161,COc1cc(CN2CCC(NC(=O)c3cc4cc(Br)c5ccccc5c4o3)CC2)cc(OC)c1OC,4.934,553.444,5,1,7,4.934,73.17
1217,CC(=O)c1ccc(NC(=O)Cn2cnc3c(nnn3-c3ccc(C)cc3)c2=O)cc1,2.131,402.406,6,1,5,2.119,109.54
264,Cc1cc(O)c(C(c2ccco2)c2c(O)cc(C)n(C)c2=O)c(=O)n1C,0.249,356.372,4,2,3,-0.445,94.22
3201,COc1ccc(CC(=O)OCCn2cc(Br)ccc2=O)nc1,1.135,367.195,5,0,7,1.154,68.73
2048,CCOc1ccc(S(=O)(=O)N2CCC3(CC2)Nc2ccccc2-n2cccc23)cc1,3.486,423.528,3,1,4,3.486,71.95
1917,CC(C)(C)OC(=O)N1CCC2(CC1)NN=C1C=C(N3CCN(c4ccccc4F)CC3)N=CN12,3.031,469.555,4,1,4,3.004,76.01
2320,O=c1[nH]c(N2CCCCC2)nc2ncc3c(c12)-c1ccccc1C3,2.999,318.372,3,1,1,2.999,57.59
2057,Nc1ncnc2c1cnn2-c1nc2ccccc2s1,2.094,268.297,4,1,1,2.095,110.75
2695,Cc1cccc(-n2ccnc2S(=O)(=O)C(C)C(=O)N(C(C)C)C(C)C)c1,3.256,377.501,4,0,6,3.408,80.65
318,CCC1CCCCN1Cc1ccc(CNC(=O)c2noc3c2CCc2sccc2-3)o1,4.598,425.544,3,1,6,3.716,99.75
579,COCCOc1cc(=O)n2c(c1C(=O)NCCC1=CCCCC1)CCOCC2,0.849,390.473,5,1,8,0.849,77.1
1765,Cc1nnc2c3ccccc3nc(-c3ccccc3Cl)n12,3.574,294.738,3,0,1,3.574,43.08
2835,CN(C)c1ccc2c(c1)C(c1ccccc1)CC2=O,3.341,251.323,1,0,2,2.303,20.31
2174,COc1ccc(NC(=O)N2CCC3(C2)C(=O)Nc2ccccc23)c(OC)c1,1.674,367.398,4,2,3,1.684,79.9
48,N#Cc1nccnc1OC1CCN(C(=O)c2ccc(N3CCOCC3)cc2)C1,1.181,379.412,6,0,4,1.181,91.58
2033,COc1cc(OC)c(NC(=O)N2Cc3c(sc4c3CCCC4)-n3cccc3C2C)cc1Cl,5.728,472.0,3,1,3,5.728,83.97
803,COc1ccc2[nH]cc(CCNC(=O)CCC(=O)N3Cc4cccn4-c4ccccc43)c2c1,3.469,442.51,3,2,7,3.469,79.36
3075,CCOC(=O)Cn1c(=N)sc2cc3c(cc21)OCCO3,2.0,294.326,6,1,4,1.991,97.15
223,CC12CC3(C(=O)Nc4ccc(Cl)cc4C(=O)c4ccccc4)C1CCC23C,4.618,379.879,2,1,4,4.618,46.17
585,Nc1nn(Cc2ccc(F)cc2Cl)cc1Cl,3.39,260.095,1,1,2,3.39,43.84
3342,O=C1CC(c2ccccc2)=NN1c1nc(-c2ccc(Cl)cc2)cs1,4.405,353.825,3,0,3,4.405,73.8
1835,Cc1cccc(/N=c2/ncc3c([nH]2)CC(c2ccc(F)cc2)CC3=O)c1,4.072,347.386,3,1,2,3.968,53.82
1235,C/C=C/Cn1c(C(=O)c2cc(C)cc(C)c2)c(CC)c(=O)[nH]c1=O,3.722,326.39,3,1,5,3.722,66.48
3004,O=C(NCCc1ccccc1)Nc1cnc(O)nc1O,1.648,274.275,5,4,4,1.385,107.37
829,COC(=O)c1cc2cc(-c3ccccc3)c3ccccc3c2o1,4.707,302.323,2,0,3,4.707,39.44
2962,CN(C)c1noc(C2CCCN(c3nccnc3C#N)C2)n1,1.522,299.331,5,0,3,1.523,94.97
2409,c1cnc2c(c1)OC(Cn1nnc3ncc(-c4ccc(OCC5CCNCC5)cc4)nc31)CN2,2.494,458.516,8,2,6,1.587,111.9
2041,Cc1cc(S(=O)(=O)N[C@H]2CC[C@H]2NC2CCN(C(C)C)CC2)c(C)s1,1.652,385.588,4,2,6,-0.849,98.06
1493,Cc1ccc(-n2nc(C)c3c2CC(c2ccco2)CC3=O)cc1,3.685,306.358,2,0,2,3.685,48.03
964,C(=N/n1cnnc1)\c1cn(-c2cccs2)nc1-c1ccccc1,3.005,320.372,4,0,4,3.005,89.13
2005,O=C(c1ccco1)N1CCN(C(=O)c2ccc(CS(=O)Cc3ccccc3Cl)o2)CC1,2.678,460.931,3,0,6,2.678,103.17
1315,Cc1ccc(-c2ccc(C(CN3CCCC3)N(C)C(=O)CN3C(=O)COc4cc(Cl)c(Cl)cc43)cc2)cn1,4.282,553.48,5,0,7,4.009,65.98
1147,CCn1cc(C(=O)NCCNC(=O)c2cn(CC)nc2C)c(C)n1,0.457,332.401,4,2,7,0.457,93.84
286,O=C1CCc2cc(S(=O)(=O)Nc3ccc(Cc4ccncc4)cc3)ccc2N1,2.587,393.459,4,2,5,2.886,96.54
1222,CC(C)(C)OC(=O)N1CCO[C@H](Cn2nnc3ncc(Br)nc32)C1,1.406,399.243,7,0,4,1.406,95.26
2327,COc1ccc(-c2nnc(N)n2-c2ccc(C)cc2)c(OC)c1,3.149,310.35,4,1,4,3.149,75.19
2350,O=C(Cn1ncc2ccccc2c1=O)c1ccc(Cl)cc1,2.979,298.724,3,0,3,2.979,49.74
2708,N#Cc1cccc(Nc2cccc3c2CN(c2cccc(C(=O)O)c2)C3=O)c1,3.632,369.373,4,2,4,2.162,93.43
1230,c1ccc2c(c1)CCN(c1nnc(-n3cccc3)s1)C2,3.542,282.363,2,0,2,3.542,62.19
97,Cc1ccc2c(c1)NC(=O)c1cc(S(=O)(=O)N(C)C)c(Oc3ccccc3Br)cc1O2,4.256,503.366,5,1,4,4.256,93.32
1099,[H]/C(=C\Cc1cc2cc(Cl)ccc2n1-c1ncccn1)CO,3.502,299.755,3,1,4,3.502,50.94
3105,CCCc1ccc(-c2ccc(/C=C/C(=O)O)cc2)nc1,4.122,267.322,3,1,5,2.745,50.19
3021,CCC1(O)CCOC2(CCN(C(=O)c3cc(Cl)ccc3F)CC2)C1,1.972,355.832,3,1,2,1.972,49.77
3035,COC(=O)C1(CCCN(C)CCc2ccc(OC)c(OC)c2)CCCc2c1ccc(OC)c2OC,5.374,485.612,7,0,13,3.87,66.46
795,CCOC(=O)N1CCN(C(=O)c2cn(C)c(=O)cc2OC)CC1,-0.847,323.344,5,0,4,-0.847,79.39
1476,CCOC(=O)c1cccc(NC(=O)N2Cc3c(sc4c3CCCC4)-n3cccc3C2C)c1,5.301,449.565,3,1,4,5.301,91.8
1604,COc1ccc2c(n1)c1c(n2-c2ccc(N(C)C)cc2)CCC1,4.795,307.39,2,0,3,4.795,30.29
285,O=S(=O)(NCCCOC1CCCCC1)c1ccc(Cl)c(-c2nnn[nH]2)c1,2.224,399.896,6,2,8,1.795,118.24
557,CC(C)NC(=O)c1[nH]cnc1C(=O)N1CCCCCC1,1.158,278.35,3,2,3,1.184,78.09
3077,Cn1cc(-c2noc(C(O)C3CCCCCCC3)n2)nn1,2.656,291.349,5,1,3,2.656,89.86
1999,O=C1CCC2(C(=O)N3CCN(c4ncccn4)CC3)CCCC=C2N1C1CCCC1,2.321,409.525,4,0,3,2.321,69.64
1751,O=c1ccc2cc(S(=O)(=O)N3CCOCC3)ccc2[nH]1,0.057,294.326,4,1,2,0.057,84.09
3449,N#Cc1cccc(-c2cncc3cc(-c4ccccc4C(=O)O)oc23)c1,3.819,340.332,4,1,3,2.376,87.12
315,[H][C@@]12CC[C@@H](NC(=O)c3ccccn3)[C@@H](O)[C@]1([H])Nc1ccccc1O2,1.611,325.362,4,3,2,1.59,83.48
